0,2016-6-13 21:10,【福州公交车上：#女生未让座被老人痛骂#】网友@阿信HYW 公布了一段视频：福州公交车上一老人因学生不让座，一直骂学生缺德、畜生。该女生回应：我来月经要写脸上吗？你怎么看？
1,2016-6-13 21:19,消失的吃土少女,,道德绑架让不让座看心情
2,2016-6-13 22:27,-Euyis,,这年头，老年人一上公交是不是就觉得自己断胳膊断腿要死了？全世界都要给它让路？“老、弱、病、残、孕”里面还有个“弱”和“病”字呢！
3,2016-6-13 21:27,等待清清,,坏人老了。让座是情分，不让是本分。
4,2016-6-13 21:27,gschih,,道德绑架 倚老卖老
5,2016-6-13 21:16,YLL栗子711,,最讨厌这种倚老卖老的人，活该不给你让座
6,2016-6-13 21:19,桃子妖啊妖,,姨妈疼的时候恨不得躺椅子上…平时我是会让座的，这种时候都想把来姨妈举手上让别人给我让
7,2016-6-13 21:22,奋斗庾,,评论是一面倒的评论，我和评论里的意思一个意见
8,2016-6-13 21:42,老蒋没有浪荡不会让你不安,,老弱病残专座，而不是老人专座！女生月经痛起来相当于病的程度好吗
9,2016-6-13 21:27,張嘵布,,怎么看？这种弱智问题还要问怎么看，我爱让就让，老东西
10,2016-6-15 11:55,牛颖颖-,chuengwinyi,好啊，谢谢啊
11,2016-6-15 11:46,白樱画love,,都他么是掏钱坐的钱    因为没让座就被人说       算  什么东西    谁他么也不欠谁的
12,2016-6-15 11:45,DavidEason,baby宝贝_Christina,老混蛋
13,2016-6-15 11:43,一杯时髦的白开水,__挑食的小吃货,👍
14,2016-6-15 11:42,羑里成卦,,不让座不用负法律责任，辱骂他人要负法律责任，破口大骂这素质都是文革的红小兵吧
15,2016-6-15 11:41,useless小刘氓_78245,,然而上次坐公交的时候 因为车上一下子来了好多个老人 而且都离我位置比较近 我当时想让 但是心里在纠结 让给哪个……  最终是没让座……
16,2016-6-15 11:41,一杯时髦的白开水,,你是老人，也是坏人
17,2016-6-15 11:18,7只小鱼儿,,让座只是提倡，为什么成了道德问题？有的时候自己身体特别不舒服也要被逼着让座吗
18,2016-6-15 11:08,huyqian333,-柠汁糖,哈 不过也是
19,2016-6-15 13:41,倩哥V587,草莓艾琳的粉红发梢,我发表我的观点关你什么事了？中国公民享有言论自由你懂吗？你有什么想法自己保留好吗！我滥好人你真好人可以吧！
20,2016-6-15 13:40,撒加卍,,有言论自由，才有公正！
21,2016-6-15 13:39,普安新村彭于晏,张张不怕天黑,如果是我我肯定不会跟他骂，我录下来报警
22,2016-6-15 13:32,张张不怕天黑,黑羽同学,后面明明还有空位置
23,2016-6-15 13:24,真的叫阿狗,我是你的宸哥哥,是呀是呀  可几把烦了  又不是专门给你设的座位   凭什么呀
24,2016-6-15 12:55,nononohi00,so刹那芳华的迷茫,你管好自己就行了凭什么说别人不让座就是修养不够。说一个人修养不够比骂人还严重吧。骂人的那个老年人是小人。你呢，不过是伪君子而已。
25,2016-6-15 12:54,東帅就是霸气,巨巨巨威猛的小老虎,说的也对哈
26,2016-6-15 12:52,傲慢与偏见xm,未及我妖娆,文化人脏话一套一套的
27,2016-6-15 12:49,钟shumin,,这老人也是醉了
28,2016-6-15 12:46,皮皮虾妙,哇咔咔199104,好吧
29,2016-6-15 12:45,哇咔咔199104,玄女师妹,你开心就好。。。你在这评了半天理、骂了一顿老头对女孩又有什么帮助了？一个八十岁的老头会看你评论？人家会在乎人肉他？网络打扰的只是女孩的正常生活
30,2016-6-15 12:43,长安呀-,随性的女疯子,
31,2016-6-15 12:43,Witch-K,Sugar-银儿,我吃阿胶膏现在 也好些了
32,2016-6-15 12:43,要起什,换个微博名不容易,最讨厌这种
33,2016-6-15 12:24,Pureowl的兔饱饱,玉子已,只是觉得有点矫枉过正。这个老人行为当然应该批判，不过总的来说还是应该提倡互相体谅
34,2016-6-15 12:21,阳光明媚的爱_555,L兰莹,还会骂人 估计他力气有的是 这种老人有必要让吗
35,2016-6-15 12:13,兔子耿1981,,把卫生巾扯出来扔他脸上
36,2016-6-15 11:55,牛颖颖-,chuengwinyi,好啊，谢谢啊
37,2016-6-15 11:46,白樱画love,,都他么是掏钱坐的钱    因为没让座就被人说       算  什么东西    谁他么也不欠谁的
38,2016-6-15 11:45,DavidEason,baby宝贝_Christina,老混蛋
39,2016-6-15 11:43,一杯时髦的白开水,__挑食的小吃货,👍
40,2016-6-15 11:42,羑里成卦,,不让座不用负法律责任，辱骂他人要负法律责任，破口大骂这素质都是文革的红小兵吧
41,2016-6-15 11:41,useless小刘氓_78245,,然而上次坐公交的时候 因为车上一下子来了好多个老人 而且都离我位置比较近 我当时想让 但是心里在纠结 让给哪个……  最终是没让座……
42,2016-6-15 11:41,一杯时髦的白开水,,你是老人，也是坏人
43,2016-6-15 11:18,7只小鱼儿,,让座只是提倡，为什么成了道德问题？有的时候自己身体特别不舒服也要被逼着让座吗
44,2016-6-15 11:08,huyqian333,-柠汁糖,哈 不过也是
45,2016-6-15 11:01,chuengwinyi,夏123453149300204,如果你要 我介绍我那个卖家给你？
46,2016-6-15 11:01,夏123453149300204,chuengwinyi,好的，我试试，谢谢
47,2016-6-15 10:58,xyd12188,-NIWNI7,你既然是女的，就应该知道经期时间，很多人脾气都不怎么好
48,2016-6-15 10:56,雨下的晴天198412,,本人觉得那老汉就是倚老卖老的，你不会等一会啊，等下一站有人下车了，你就可以坐了啊，骂人干什么啊，就你会骂人啊，
49,2016-6-15 10:53,chuengwinyi,Yolo杨脑洞,超市那个几块钱没有用的要不我介绍我喝过的那个给你试试？
50,2016-6-15 10:51,chuengwinyi,夏123453149300204,我喝的那个叫臻品古韵养生红糖喝的这个 ¡评论配图
51,2016-6-15 10:51,丶与子成说丨,,倚老卖老，去你大爷的还说自己有神经病，知道还不快去治病？在BB什么
52,2016-6-15 10:44,L-anny兰,随遇而安LH,因为不想让呗，有些事心里不爽就不爽了，但是行为上该怎么做还得怎么做啊。有好多公交前面两侧写的老弱病残啊，所以选择做下的时候，碰到老人就只能让了，不能说道德绑架，只能说咱的素质达到了。
53,2016-6-15 10:41,欢欢是朵小花儿,L兰莹,让座确实应该     但是现在好多年轻人上车就直接坐后面     这是为啥呢
54,2016-6-15 10:34,L-anny兰,随遇而安LH,我只是觉得让坐应该的，别谴责老人了，如果老人不骂人大家也不会谴责这个女孩，因为现在太多太多公交车上老人颤颤巍巍的站着，坐那的人还自在玩手机。我觉得不管别人怎样，自己该有的素质是应该有的。还有就是大家只看到视频，万一这老人心脏不好啥的，站那不舒服抱怨几句。我们只是看到的都是片面的。
55,2016-6-15 10:20,听说越努力越幸运那我试试,Gelly_嘉,之前外来媳妇本地郎的三嫂就是那样啊，生病了下班搭车好不容易有个位置坐一下，然后就没看到二嫂的妈妈，二嫂的妈妈就以为三嫂 故意装没看见她不让坐给她，就回去告诉二嫂，三嫂不让坐。感觉把让座当成了理所当然
56,2016-6-15 10:15,NASuperstar,Diadesol,看了的 有些老人真的不值得尊敬
57,2016-6-15 10:03,蜜咕子,,碰到有些老人，看他们腿脚不方便，都会让座，他们都会说，谢谢，有些倚老卖老的老人真不是东西，说到底是不会做人
58,2016-6-15 10:01,fengliang_45434,,他不是老人，老人这个词汇在大多数人的心中是有着尊敬的意义，他只是外表跟内里一样肮脏的东西，喷出来都是大便，一个值得尊敬的老人是不会干出这么下作的事情的
59,2016-6-15 09:59,普安新村彭于晏,张张不怕天黑,这个我看过，那老头为老不尊，倚老卖老
60,2016-6-15 09:49,灵素道君虚天易,,不让座不存在修养问题，个人意愿而已，更何况自己花钱买的座凭什么让别人？让不让是我做决定不是你让我做决定，所谓的传统美德不过是忽悠人的把戏，
61,2016-6-15 09:44,下一念1016,淡月晴云,这就是素质问题，不要倚老卖老
62,2016-6-15 09:42,花开花落182626120,,这种老人都是倚老卖老，不值得尊敬
63,2016-6-15 09:37,ShadoChen,,读高中时有一次遇到一批老人上公车，因为上学时间都是学生，老人一上来就去学生的地方挤逼着让座 有些自动让组了没让座的就被这些老人骂 白白骂了还要让座 当时就被这件事震惊了，这些老人就是被我们的善良宠的无法无天的
64,2016-6-15 09:34,500松的女朋友-,爱二姐爱自己爱旅行,是的😂
65,2016-6-15 09:30,敬恩,,老头儿有病
66,2016-6-15 09:24,阿猫阿狗阿致致,,其实让座本来就是一种美德，不是一种义务。一个人不让座，可能是出于没有美德，也可能是出于特殊情况，而那些情况不一定是外人所能读得出来的。一直很纠结比起身体难受跟美德，到底应该选择哪个？让还是不让、上次让了这次没让或是不让，我觉得每个人可以有不同的选择，不一定要谴责谁。
67,2016-6-15 09:10,桑州街,,拿着卫生巾砸到这老人脸上去
68,2016-6-15 09:08,kangarooVV,收购生榨老友螺丝粉,还好我不怎么坐公交 😂😂😂
69,2016-6-15 09:07,kangarooVV,收购生榨老友螺丝粉,因为不会吵架
70,2016-6-15 09:00,Lucky-木南,倩哥哥是小萌妹-,哎呀 你是袁弘的粉
71,2016-6-15 08:59,小爱hannah,用户7ubjxy1pce,呵呵。
72,2016-6-15 08:56,chency96,,为什么会有这样的老人？看着根本不是很老，牛X你打车啊，牛X你开车啊，这么大的人了，混到坐公交的地步，还好意思哔哔，穷一辈子了吧人穷都是有原因的。 子曰：“年四十而见恶焉，其终也已”-阳货篇
