0,2016-8-31 14:08,2016年8月29日，山东东营，76岁的于爱英老人在东营市人民医院接受治疗，身上多处受伤。日前，老人遭到儿子儿媳虐待，左侧乳房被用烙铁烫伤。在医院陪护老人的女儿范女士告诉记者，她母亲今年76岁，有两儿两女四个孩子，从2015年12月份开始，老人由儿女轮流照顾，由于涉及房产纠纷，弟弟范某奎自今年3月1日接走老人后就拒绝哥哥姐姐轮流照顾，母亲一直住在弟弟弟媳家。“7月31日，我妹妹到范某奎家中看过母亲，那时母亲身上还没有伤痕。8月11日，接到妹妹电话后在医院见到母亲躺在病床上处于昏迷状态，身上 存在多处伤痕、淤青、肿胀，身体多处烫伤，口腔烫伤起泡，左侧乳房被烙铁烫伤，多根肋骨断裂，腰部存在褥疮，14号转院到了东营后，检查结果发现母亲还存 在严重营养不良等情况，分析认为是长期没有进食所致。”范女士告诉记者，母亲经过治疗病情有所好转，但病情依然不容乐观。范女士表示母亲遭受弟弟范某奎、弟媳司某霞虐待源于纠纷房产的开庭判决。“我哥哥原单位拆迁分得住房名额，用单位补助的钱购买了一套房子，我父亲生前说工作了一辈子都没有自己的房子，我哥就在房产证上加写上父亲的名字范金生，父亲去世后弟弟范某奎来争夺这套房产。”范女士表示，弟弟范某奎以母亲的名义起诉哥哥。“7月29日法庭判决房屋归属我哥哥，由于母亲在开庭时作证，弟弟弟媳可能因为母亲证词对他们不利导致败诉才迁怒于老人。”范女士说。在范女士给记者提供的一段拍摄于其母亲于爱英清醒时的视频显示，画面中一名称呼于爱英姥姥的女孩问老人乳房是如何伤的时，老人说是烙铁烫的；问她是谁动手烫的时，老人说是其儿媳司某霞，并表示其儿子范某奎也在现场。需要指出的是，画面中显示老人在听到询问时嘴动了，但因为声音很低无法听清，画外音是这名女孩的。记者电话联系了老人的小儿子范某奎，他确认了因为房产同哥哥存在纠纷一事，并表示哥哥姐姐不赡养老人，母亲一直都是由他照顾。对于老人身上的伤疤其表示是褥疮，有医院的病例可以证明，“你可以打听打听，问问周围的邻居我是虐待老人的人吗？”但范拒绝见面沟通，其承诺给记者发送老人在广饶县人民医院治疗的病例也一直没有收到。记者获悉，目前广饶县警方已受理此案，具体情况正在调查当中。
1,2017-6-26 18:43 ,烊的宝,,我日太恶心啊吧这还是人吗？。？？ 
2,2017-1-21 19:52 ,不然就叫小金叭,SNH48-武汉高校应援会,有毒吧你 
3,2017-1-5 12:38 ,一生有你苗子,,人在做天在看，出门时最好小心点，随时有可能一步踏入了地狱之门，你所造的孽都会有你的最爱去承担，你就可劲造吧！ 
4,2016-12-1 19:03 ,从不放弃123,,看看不孝之子是怎么对待九十岁的老母亲！有视频。转发一次功德无量！ 
5,2016-11-23 15:03 ,许静xu,,畜牲不如 
6,2016-11-23 14:42 ,小狮子_yoyo,,猪狗不如 
7,2016-11-23 11:42 ,Mint-c-s-t,,马来隔壁 这种畜生儿子还有烂货媳妇全部不得好死 天道轮回 总有一天也会得个什么怪病 饱受折磨 暴毙而亡 
8,2016-10-28 00:17 ,猹猹猹狸,,好生气， 
9,2016-10-22 15:58 ,桐林恨恨,,这种人，活着就是浪费空气！ 
10,2016-10-18 10:08 ,是路人辛,,狗b 希望被车撞死压死 
11,2016-10-14 00:44 ,路过蜻蜓Catherine,,心疼老人，老人的内心也痛，多行不义必自毙！ 
12,2016-10-13 12:36 ,与君歌啊,,人性有些就是这样恶心。 
13,2016-10-7 22:57 ,佐鸣一生推ZM,,严惩不贷！！！！没有老人你们从天上掉下来的吗！？？？？？搞不懂现在的人，从小一把屎一把尿把你们拉扯大，就这样对待他们吗？？生你们的时候是不是没把良心生给你们？？？你们也该尝尝被虐待的滋味！！！！！ 
14,2016-10-7 20:19 ,Nan22222222,,真给山东人丢脸。还tm是东营的 
15,2016-10-5 21:00 ,圣女小可心233,,不行找他们儿子儿媳算账去 
16,2016-10-4 17:19 ,张子菲Helen,,这种人就应该在生下来的时候死掉，还虐待老人😠😠😠😠😠 
17,2016-10-4 17:11 ,萌化了的小眼神-,,这种儿媳有没有想过自己也有做婆婆的一天 真可恶 
18,2016-10-3 14:55 ,鱼丸粗面King,UncleLok777, 卧槽 
19,2016-10-3 01:15 ,________Xx徐徐,,畜生！人在做天在看！等他们老了希望他的子女也要这样对待他们！！！ 
