0,2018-8-29 15:06,【#德阳市安医生自杀事件# 中男孩家人信息遭人肉 涉事单位：希望别再网络暴力】@德阳司法 通报网传“王苇涉嫌利用舆论逼死安医生”一事称，如王苇在该事件有违法违规行为，将依法依规处理。8月25日，德阳安医生卷入舆论漩涡后自杀，随后对方信息被人肉。王苇回应《紧急呼叫》称，将发声明回应此事。他同事则称，接到很多电话甚至遭辱骂。他说，安医生的死本就和舆论压力有关，望别再网络暴力，等待调查结果。
1,10月5日 06:57 ,伪装成僵尸粉,微风不燥sha,工作单位没有？ 
2,9月14日 22:02 ,啊人998,,只能说医生这两口子平时真的是老实人，守规矩的人，可能社会的黑暗和人性的恶劣他们今天才领略到。 
3,9月14日 19:42 ,陌上花sir,luckyY333,自己的观点何必要别人认可 
4,9月14日 19:40 ,陌上花sir,luckyY333,你也对我无所谓啊 
5,9月11日 23:44 ,牧羊女,微风不燥sha,件事涉及未成年人，即使他犯了错，但毁掉一个未成年人大家就那么心安理得吗？如果这个社会推崇的是以暴制暴，那么这个社会真的没救了！ 
6,9月9日 12:42 ,luckyY333,陌上花sir,我的个人观点也是对这件事看了又看总结出来，并且得到别人的认可的，至于你无所谓 
7,9月9日 10:49 ,陌上花sir,天马行55,这也有道理 
8,9月9日 10:48 ,陌上花sir,luckyY333,只是个人观点 
9,9月9日 10:48 ,陌上花sir,怂狸狸,所以网络暴力我觉得是很错误的一种观点 
10,9月4日 19:41 ,班红芳123,,路过 
11,9月3日 07:54 ,微风不燥sha,清蒸回锅肉不放糖,哈哈哈哈，好多人送。她们够用了 
12,9月3日 06:46 ,icetempla,,舆论杀人？ 
13,9月3日 06:39 ,小侠怪飞,亭亭的小太阳,是啊，培养一个医生有多难啊，但是现在公职人员都成了弱势群体 
14,9月3日 06:34 ,小侠怪飞,,反正我是站在安医生这边，熊孩子就是欠揍，家长不揍，自有人帮着教训的！！！希望能还安医生一个公道！调监控！查！往死里查！ 
15,9月3日 04:37 ,清蒸回锅肉不放糖,微风不燥sha,你太过分了，怎么能光送花圈不烧纸钱啦？小畜生这个年纪正是需要用钱的时候 
16,9月3日 00:22 ,我是张哪吒的老母亲呀,牧羊女,这么双标的吗？小畜生一家公开医生隐私的时候就不是网络暴力了？ 
17,9月2日 23:59 ,库库和屯7,,没的说 
18,9月2日 23:58 ,用户5529334466,,有六岁的孩子，为啥不强大一点，为啥不努力的活，一切都会过去的，孩子咋办？你咋那么可恨，可怜啊！！！ 
19,9月2日 23:36 ,Bebe凤,,父母要有耐心教小孩 
20,9月2日 23:33 ,微风不燥sha,刘筱妤还是刘程彰,好多人发了哦。 
21,9月2日 23:32 ,刘筱妤还是刘程彰,微风不燥sha,真神奇，广大的网友！不过小心被禁言。你这么做是不对的。  
22,9月2日 23:15 ,微风不燥sha,横荒雪舞,人家后台硬嘛， 
23,9月2日 23:12 ,横荒雪舞,,网警说的好，不要侵犯隐私，不要造谣，要承担法律责任的。那侵犯安医生的这件事，造谣和侵犯她隐私的人，是否在追究他们的责任？如果正在进行，请网警及时公开结果。 
24,9月2日 23:03 ,横荒雪舞,微风不燥sha,顶你，法律明文规定诽谤罪恶意诋毁情节严重的三年以上有期徒刑，可是公诉机关到底在干嘛，让人寒心啊。虽然这样曝光别人不怎么提倡，但是这群畜生现在没有得到惩罚，哥们，顶你。 
25,9月2日 22:15 ,遛弯号,,你利用舆论，舆论终会吞噬你 
26,9月2日 22:12 ,貌美如花做辣妈,,男孩的家长把自己孩子也给害了。 
27,9月2日 21:22 ,吕鹤明的小思念,朝歌暮酒Coolrfws,对于这种不要脸的人网络暴力一点作用都没得 
28,9月2日 21:12 ,Ljl_珑,,都13岁了什么他能不懂 那行为是猥亵 
29,9月2日 20:12 ,黛爱凝,辣一定戒了, 
30,9月2日 15:55 ,一生有你的美丽家园530,,这医生和小孩发生了什么，是轻还是重，不了解不敢下评论，只能说现在的家长把小孩都惯坏了惯上天了，这就是爱子心切的后果，现在生活好了许多人都想占 便宜，这社会害了这些人，医生一路走好。 
31,9月2日 15:44 ,一生有你的美丽家园530,,死者老公当初不应该打人，也许这事就这样过去了，忍一时之气，大家平安天事，死者这点小事就自杀，生存意力太差了，有许多人比死者还惨得很都要活下来呢，所以当时老公要及时解决这些问题，就不会出事了，现在中国人的素质越来越差，总因为自己了不起，假如你生活在中东这些小事还重要吗，爱惜生命吧。 
32,9月2日 14:23 ,lvyue-,无心木兰,我只是说医生对身体行为界定更敏感，是不是故意骚扰当事人肯定清楚。你这语文理解是数学老师教的吧？你不要跳脚，在没有公布细节之前也不能就肯定那个孩子不是故意的！你这么急着站队怕不是孩子的亲属吧？ 
33,9月2日 14:23 ,大车轱辘向左向右转,,就这么白白的死去？ 
34,9月2日 13:15 ,无心木兰,lvyue-,有发生过就可以轻易定性吗？公安也不敢这么判！那成人发生的更多，是不是就能随意定性所有有嫌疑的人？她是什么医生？是不是我要是老师我就上知天文下知地理没有我不会的？ 
35,9月2日 13:03 ,lvyue-,无心木兰,麻烦你多看看青少年心理研究，性骚扰对于13岁的孩子来说并不是不可能的事情！一个医生一名女性对自己是不是被骚扰也不会随便定性！坐等更多细节的公布，现在直接就说误会直接说不是故意的有失公允。 
36,9月2日 10:30 ,小水滴ch,,道德教育 
37,9月2日 08:07 ,般若西红柿,微风不燥sha,这是怎么找到个人信息的？ 
38,9月2日 00:42 ,林子寒雪,,女医生心理不够强大，想想四大天王他们被狗仔队追怎么应付狗仔队的，可惜了，读医读出来，自杀少了一位医生， 
39,9月2日 00:40 ,林子寒雪,,护子没错，但是要分清是非，太宠把孩子养的无法无天，父母之过也 
40,9月1日 20:50 ,小蝌蚪游啊游游啊游,,呵呵，在经常游泳的时候，会有一群孩子在泳池里打闹，当成了嬉水乐园，完全影响其他人正常游泳，家长就在旁边看着微笑🙂️ 
41,9月1日 19:02 ,无心木兰,武汉佐康祛痘中心,不用换位思考，我经历过，但是我并没有上来就定性人家流氓，也并不需要我老公给我出头打人，我也相信对方确实不是故意的，很多时候明明是误会，非得把事情闹得收不了场。 
42,9月1日 18:48 ,亭亭的小太阳,,看了心疼，好好的一个人就这么没有了， 
43,9月1日 18:21 ,武汉佐康祛痘中心,无心木兰,换位思考一个，你老婆被十三岁小孩摸了，你会怎样？人家也闹到你单位去 
