0,2016-10-28 12:13,【女子被请吃肯德基 大受感动后却被性侵[吃惊]】淮安张女士被网友李某约见，李某听说她没吃饭还特地送去肯德基。之后张女士搭乘李某车子回老家，喝了他给的饮料后失去意识，被性侵并录下视频。张女士报警李某认罪，在李某的手机里，民警还发现这些。
1,2016-10-29 16:19 ,娈丄妳啲笑,, 
2,2016-10-29 16:17 ,青草盟盟,,[落叶] ¡评论配图 
3,2016-10-29 16:15 ,赵忽悠要套路了,慧_不_慧_,不是说这件事情是娱乐，新闻报道的最终目的是为了传播，让人们受到警示。在传播中，要找一个新闻点引起人们关注，达到舆论和传播的效果~~如果标题太平常根本没有办法引起人们的关注~谈何警示？ 
4,2016-10-29 16:12 ,ChristineZhangLOVE,HyuGA自鳴琴,呀，真的误会啦，不好意思！ 
5,2016-10-29 16:11 ,HyuGA自鳴琴,ChristineZhangLOVE,误会啦，没有想争辩的意思嘿嘿，只是看到有人说关于林徽因的稍稍插下嘴。其实我挺赞同你的观点的！ 
6,2016-10-29 16:06 ,囧囧刷,呆呆呓呆呓呆呆,excuse me？ 
7,2016-10-29 16:04 ,嚭嚭嚭嚭-,-韩韩韩韩韩明轩,你脱光我也不会看你一眼 你想多了 
8,2016-10-29 15:58 ,withar阳,呆呆呆呆呆呆121,所以应该恢复古代的时候，女人就不允许出门，那样就不会有强奸案了。哎呀，太完美了。 
9,2016-10-29 15:56 ,是只小美好吖,贾先生love美玉,…… 
10,2016-10-29 15:55 ,每天都打球,,[din推撞][爱心传递] O网页链接 
11,2016-10-29 15:54 ,那时竹语微澜,,看完新闻哭笑不得。1⃣️论穷养儿，富养女的重要性。千万不要别人给块糖就走了，要排开许多表面因素深度探究谁对你好；2⃣️善恶终有报，天道好轮回。不信抬头看，苍天饶过谁。有丈夫跟人约，当渣女遇上恶男，也算没祸害人；3⃣️那女的老公也是，尊夫人见着肯德基都感动，你这老公咋当的。 
12,2016-10-29 15:54 ,青草盟盟,, O网页链接 
13,2016-10-29 15:54 ,withar阳,EMinEM埃米1,被圈在里面不舒服吧？我也不想。我也觉得世界上的男人应该好人多，可每次有女人被强，看下面的评论里，男人们几乎都在说“活该。”这不就是证明，男人们觉得那个强奸犯其实没错，错的是这个女人吗？只不过法律规定强奸犯要判刑，如果没有这样的规定，让更多的男人们来判案，我想强奸犯大多是无罪的 
14,2016-10-29 15:51 ,withar阳,用户6051386826,也许动力不纯，我也觉得这个女人缺了一点防范的意识，可这都不是她被害后还被这么多人指责“活该”的理由。 
15,2016-10-29 15:50 ,广州花都万佳婚礼策划, ,¡评论配图 
16,2016-10-29 15:50 ,withar阳,FeeLight光影,弱智，所以被害就是活该？那我们的法律制定的时候为什么要说人人平等，不说弱智活该？ 
17,2016-10-29 15:48 ,要上岸哇要上岸,Penguin_吃饭睡觉打豆豆,一顿就可以去牢里蹲着了 
18,2016-10-29 15:48 ,withar阳,EMinEM埃米1,你被圈在里面感觉不好吧？那对一个受害了的女人，那么多男人可以随意给她扣帽子？ 
